,title,content,token
46,"Which are the roads where Baroda FASTag can be used?
-!0","{'Fund': 'Which are the roads where Baroda FASTag can be used?\n', 'Fund Detail': 'Fund: Which are the roads where Baroda FASTag can be used?\n;\nFund DetailBaroda FASTag can be used on all toll plazas on National Highways where it has been integrated. To find out list of toll plazas currently integrated with FASTag, kindly visit NHAI site at http://www.nhai.org\n\n', 'file_chunk_index': 0}",393
47,"How can I recharge my Baroda FASTag account?
-!0","{'Fund': 'How can I recharge my Baroda FASTag account?\n', 'Fund Detail': 'Fund: How can I recharge my Baroda FASTag account?\n;\nFund DetailYou may recharge your account by cash, at the Point of Sale (POS) locations or you may also recharge online through debit/credit card or through net banking.\n\n', 'file_chunk_index': 0}",327
48,"How do I generate/reset my username and password?
-!0","{'Fund': 'How do I generate/reset my username and password?\n', 'Fund Detail': 'Fund: How do I generate/reset my username and password?\n;\nFund DetailPlease log in to the customer portal and register yourself to generate your User ID and password. Please enter the required information in the prompts and the system will send an SMS with your log in details to your registered mobile number. You may call our customer care number: 18001034560 for assistance.\n\n', 'file_chunk_index': 0}",488
49,"Can a Baroda FASTag bought for my one vehicle be used for another vehicle?
-!0","{'Fund': 'Can a Baroda FASTag bought for my one vehicle be used for another vehicle?\n', 'Fund Detail': 'Fund: Can a Baroda FASTag bought for my one vehicle be used for another vehicle?\n;\nFund DetailNo, Baroda FASTag is issued to each vehicle based on KYC (Know Your Customer) documents submitted. If a Baroda FASTag, for instance, bought for one car is used for a truck then such FASTag shall get blacklisted resulting into denial of vehicle passage from FASTag lanes on toll plazas. Baroda FASTag users are advised to desist from such practice.\n\n', 'file_chunk_index': 0}",577
50,"How to raise a dispute/compliant related to a particular transaction?
-!0","{'Fund': 'How to raise a dispute/compliant related to a particular transaction?\n', 'Fund Detail': 'Fund: How to raise a dispute/compliant related to a particular transaction?\n;\nFund Detaila. Login in to FASTag Portal with User ID/Wallet ID and Password.\nb. Select the option of Service Request -> Generate Service Request.\nc. Select Request Type as Transaction Dispute to lodge a complaint/dispute with respect to a particular debit on your FASTag wallet.\nd. Also, one can raise a dispute by calling 24x7 customer care on 18001034568.', 'file_chunk_index': 0}",565
51,"How to block FASTag account in case the vehicle is theft?
-!0","{'Fund': 'How to block FASTag account in case the vehicle is theft?\n', 'Fund Detail': 'Fund: How to block FASTag account in case the vehicle is theft?\n;\nFund Detaila. Login in to FASTag portal with User ID/Wallet ID and Password.\nb. Select the option of Service Request -> Generate Service Request.\nc. Select Request Type as Closure Request to close the RIFD Tag or Wallet.\nd. Also one can block FASTag account by calling 24x7 customer care on 18001034568.', 'file_chunk_index': 0}",487
52,"Phone Banking Missed Call Service
-!0","{'Fund': 'Phone Banking Missed Call Service\n', 'Fund Detail': 'Fund: Phone Banking Missed Call Service\n;\nFund DetailLeveraging technology, Bank of Baroda introduces missed call facility. All customers who have registered their mobile number can get the balance inquiry of accounts by just leaving us a missed call.\n\nAccount Balance\nTo provide hassle free and convenient banking services to customer by leveraging technology, Bank has introduced missed call facility for balance inquiry. All customers who have registered their mobile number can get the balance of their accounts by just giving a missed call from their registered mobile number on 8468001111.\n\nThe call made to the above number will automatically disconnect after first ring. Customer will then receive an SMS giving the last four digit of account and current balance of accounts.\n\nMain features of this facility are as under\nThis facility is free of cost.\nThis facility is available 24X7.\nBalance of accounts under Saving Bank (SB), Current Account (CA), Overdraft (OD) and Cash Credit (CC) will be provided through this facility.\nCustomer may have more than one account with same mobile number. In that case SMS of maximum length of 320 characters (2 messages) will be sent to customers. For remaining accounts, customer can avail the SMS Banking Services or call our Contact Centre.\nCustomer can avail this facility maximum 3 times in a day.\nRequirement to avail this facility\nCustomers mobile number should be registered with the bank.\nAccount under SB, CA, OD, CC Scheme will be eligible for this facility.\nCustomers are required to give miss call from his/her registered mobile number to the above number.\nThis service is available only for resident accounts i.e., accounts with domestic mobile number only. In other words, customer with overseas country code/mobile number will not be sent any SMS.\nCautions\nIn case of loss/theft/surrender/change of mobile number, immediately contact base branch for deletion/change of mobile number.\nIf you have not registered your mobile number in your accounts, please contact your base branch for registration to avail this facility.\nMini Statement\nIn bank\'s endeavour to provide hassle free and convenient banking services to customer, digital banking has enabled yet another customer centric service i.e., ""Missed Call"" facility for Mini Statement"". By using this service, customers who have registered their mobile number, can get mini statement of their accounts by just giving a missed call from their registered mobile number on 8468001122.\n\nProcess flow of the facility are as under\nCustomer calls the above said numbers. System will disconnect the call after one ring and then validate that the call is from registered mobile number of customer and forward the response SMS.\nIn case of multiple accounts with same mobile number, system checks whether customer has registered preferred account number. In case customer has not registered preferred account number, a SMS will be sent to customer to register his preferred number to avail the account specific services.\nCustomer can registered preferred account number by sending a SMS ""REG < Last 4 digit of account no."" e.g. REG 0811 to 9176612303 (Normal Charges) or to 5616150 (Premium Charges). Customer can change preferred account number at any point of time by sending SMS to registered another account number as preferred account number.\nIn case of multiple accounts with same mobile number, if customer has not configured his/her preferred account then customer can avail only balance enquiry service.\nIn case the mobile number is not associated with any account under permitted scheme then no SMS will be sent to the customer.\nTAT for the mini statement service would remain same as per the current arrangement.\nThis facility is available 24x7.\nMini Statement will be available once in a day only.\nBenefit to Customer\tBenefit to Customer\nCustomers do not have to pay any charges as the call would be disconnected after a ring and customer would get the balance via SMS. (If there is more than one account with the same registered mobile number then only SMS charges would be levied for making any one account as primary account by sending the SMS in prescribed format.)\tCost involved would be much less as compared to a cost over counter or calling the contact centre.\nCustomers do not have to stay in queue in branch or have longer interface with contact centre.\tEnhancement in product profile.\nCustomer can get to know the balance of their account anytime (24X7).\tReduce work load in Branches contact centres.\nCautions\nIn case of loss/theft/surrender/change of mobile number, immediately.\nContact base branch for deletion/change of mobile number.\nMicro-insurance\n\nJust give a Missed Call for Micro Insurance\n\nDIAL 8468001133 FOR PMJJBY\nDIAL 8468001144 FOR PMSBY\n\nBank’s Insurance Partner - National Insurance Company Ltd.', 'file_chunk_index': 0}",4980
53,"Phone Banking SMS Banking
 -!0","{'Fund': 'Phone Banking SMS Banking\n ', 'Fund Detail': 'Fund: Phone Banking SMS Banking\n ;\nFund DetailSMS facility for simple and easy to use banking facility for the information based banking service like balance enquiry, mini statement or status on a cheque and many more.\n\nFeatures\nSalient features of the product are, as under:\nIt provides various services like balance enquiry, mini statement or status of a cheque and many more.\nCustomers having their mobile number already registered in CBS can avail this service, no separate registration is required.\nCustomers of our Bank can avail the services by sending SMS from their registered mobile number on 8422009988 with message as under. Charges applicable for this service for each SMS sent by the customer.\nThe application is designed such that upon receiving the request from the customers, system will fetch the account numbers in which the sender’s mobile is registered and if the last four digits of such accounts match with the last four digits received in the message, the response to the request will be sent back to the sender’s number.\nIn case the last four digits of account number do not match with four digits sent by the customer, appropriate error message will be sent back to the sender’s mobile number, provided the mobile number is registered. In case the sender’s mobile number is not registered, no response will be sent back.\n\nFunction\tSMS text\nBalance Enquiry\tBAL < space="""" /> Last 4 digit of account numberE.g. if account number is 17610400000811 type:\nBAL 0811\nMini Statement\tMINI < space="""" /> Last 4 digit of account numberE.g. if account number is 17610400000811 type:\nMIN 0811\nRegistration of Preferred account number – If more than one account is linked with the same mobile number and customer want to avail Mini Statement service through missed call service\tREG < space="""" /> Last 4 digit of account noE.g. if account number is 17610400000811 type:\nREG 0811\nCheque Status\tCHEQ < space="""" /> Last 4 digit of account number < space="""" /> Cheque No.\nE.g. if account number is 17610400000811 and cheque number is 006789 type:\nCheq 0811 006789\nUn-subscribing SMS alert facility\tDEACT < space="""" /> Last 4 digit of account number\nE.g. if account number is 17610400000811 type:\nDEACT 0811\nSubscribing SMS alert facility (for A/c where customer had unsubscribed the facility earlier)\tACT < space="""" /> Last 4 digit of account numberE.g. if account number is 17610400000811 type:\nACT 0811\nSubscribing SMS alert facility (for A/c where customer had unsubscribed the facility earlier)\tACT < space="""" /> Last 4 digit of account numberE.g. if account number is 17610400000811 type:\nACT 0811\nPMJDY OD request through SMS\tODREQ < space="""" /> Y\nEnrollment for Pradhan Mantri Suraksha Bima Yojana (PMSBY)\tPMSBY < space="""" /> Nominee name < space="""" /> Y\nE.g. if nominee name is Neelam type\nPMSBY Neelam Y\nEnrollment for Pradhan Mantri Jeevan Jyoti Bima Yojna (PMJJBY)\tPMJJBY < space="""" /> Nominee name < space="""" /> Y\nE.g. if nominee name is Neelam type\nPMJJBY Neelam Y\nTo link Aadhaar with bank account\tUID < space="""" /> 12 digits Aadhaar Number < space="""" /> last 4 digit of account number\nE.g. if Aadhaar number is 1234567890123 and account number is 176104000000811\nUID 1234567890123 0811\nTo receive transactional SMS alerts in preferred language\tLANG< space="""" />LANGUAGE CODE\nLanguage Code – Hindi – HIN, Assamese-ASM, Bengali-BEN, Gujarati-GUJ, Kannada – KAN, Malayalam – MAL, Marathi – MAR, Oriya – ORI, Punjabi – PAN, Tamil – TAM, Telugu – TEL, Urdu – URD\nE.g. to receive transactional SMS in Punjabi type:\nLANG PAN', 'file_chunk_index': 0}",3676
54,"Doorstep Banking
-!0","{'Fund': 'Doorstep Banking\n', 'Fund Detail': 'Fund: Doorstep Banking\n;\nFund DetailDoorstep Banking is one of the key action points of the roadmap for banking reforms under the EASE (Enhanced Access & Service Excellence) reforms brought out by the Department of Financial Services. PSB Alliance Doorstep Banking Service is a facility introduced in this regard to cater to both financial and non-financial banking needs of the customers of all Banks under a single umbrella.\nBank of Baroda is one of the member Banks under the PSB Alliance Door Step Banking initiative taken by PSB Alliance through which customers can avail major Banking transaction services at their Door Step. It shall be implemented by Door Step Banking(DSB) agents in 100 major Centers across the Country for offering different financial as well as non financial services.', 'file_chunk_index': 0}",871
55,"Doorstep Banking : Services Available
-!0","{'Fund': 'Doorstep Banking : Services Available\n', 'Fund Detail': 'Fund: Doorstep Banking : Services Available\n;\nFund DetailServices under PSB Alliance Doorstep Banking Service\nAccount holders can book the desired service out of below mentioned services.\n\nNon-financial Transactions\nPick up of negotiable instruments (cheque/draft/pay order, etc).\nRequest account statement.\nPick up new cheque book requisition slip.\nDelivery of non-personalized cheque book draft, pay order, term deposit receipt, acknowledgement, etc.\nAcceptance of 15G/15H forms.\nTDS/Form 16 certificate issuance.\nDelivery of pre-paid instrument/gift card.\nIssuing standing instructions.\nSubmission of Digital Life Certificate.\nAddition/Deletion/Modification in Nominee Name .\nFinancial Transaction\nCash withdrawal.\nFund Transfer Facility.', 'file_chunk_index': 0}",852
56,"Doorstep Banking : Process
-!0","{'Fund': 'Doorstep Banking : Process\n', 'Fund Detail': 'Fund: Doorstep Banking : Process\n;\nFund DetailCustomer can get herself/himself registered through either of 3 channels i.e. mobile app/web portal/call center.\nOnce the agent arrives at doorstep of the customer, he will proceed for document handover to DSB Agent only after the service code matches with the one available with the agent. Customer will have “Pay in Slip” duly filled/completed and signed in all respect (containing details of instrument/s to be submitted).\nPost this he/she will hand over the instrument to agents, which agent shall put in designated Envelope and seal before customer. Agent is expected to cross tally instrument detail with the information available in their app and accept only if it tallies.\nMultiple instruments can be picked by an agent for single pick-up request. However, different instrument types cannot be clubbed for a single request ID.\nFor more details Pls visit www.psbdsb.in', 'file_chunk_index': 0}",1009
57,"Doorstep Banking : Details
-!0","{'Fund': 'Doorstep Banking : Details\n', 'Fund Detail': 'Fund: Doorstep Banking : Details\n;\nFund DetailBank has engaged M/s. Atyati Technologies Pvt. Ltd. & M/s Integra Microsystem P Ltd, as Service Providers for providing “Door Step Banking through Universal Touch Points” facility to customer(s) of Bank in 100 Specified centres within the norms stipulated by Bank / Reserve Bank of India. Click here for list of 100 identified centers.\nDoorstep Banking Agents engaged by M/s. Atyati Technologies Pvt. Ltd. shall cover 60 centres whereas those engaged by M/s Integra Microsystem Pvt. Ltd. shall cover remaining 40 centres across India.\nBank is providing service through identified 1382 branches which cover the 100 centers referred by IBA for Launch of the PSB Alliance Doorstep Banking.\nToll free numbers are 1800 121 37 21 / 1800 103 71 88\nThe customer services will be provided through 1) Mobile App, 2) Web based and 3) Call centre.\nThe charges for each service of Doorstep Banking are Rs. 75 plus applicable GST.', 'file_chunk_index': 0}",1051
58,"ATMs : Overview
-!0","{'Fund': 'ATMs : Overview\n', 'Fund Detail': 'Fund: ATMs : Overview\n;\nFund DetailThere are more than 9,200 ATMs set-up within India- With this we ensure that you are never too far from an ATM. User-friendly graphic screen and easy to follow instructions in a language of your choice makes our ATM Banking a smooth experience. Bank of Baroda has partnered with National Financial Switch (NFS), Visa, MasterCard, Discover, JCB and UnionPay, Therefore, Debit/ATM card issued by members of NFS, Visa and MasterCard, Discover, JCB and UnionPay cards are accepted at our all ATMs.', 'file_chunk_index': 0}",601
59,"ATMs : Services Available
-!0","{'Fund': 'ATMs : Services Available\n', 'Fund Detail': 'Fund: ATMs : Services Available\n;\nFund DetailFollowing services are available free of cost at our ATMs to our Saving Bank account holders:\n\nCash withdrawal.\nBalance Inquiry.\nPIN change.\nMini statement.\nMobile banking registration.\nCard to card fund transfer.\nNEFT remittance.\nIndiaFirst Life Insurance Premium payment.\nDirect tax payment.\nGujarat Urja Utility Bill Payment.\nCheque book request.\nAadhaar Seeding.\nGreen PIN facility for ATM PIN regeneration.\nCash on mobile.', 'file_chunk_index': 0}",570
60,"ATMs : Services for Non-Bank of Baroda customers
-!0","{'Fund': 'ATMs : Services for Non-Bank of Baroda customers\n', 'Fund Detail': 'Fund: ATMs : Services for Non-Bank of Baroda customers\n;\nFund DetailServices for Non-Bank of Baroda customers\nOther bank (member of NFS) customers can also use our ATMs for 4 basic functionalities such as PIN change, cash withdrawal, etc. Applicable Charges as decided by other issuer bank shall apply.\n\nTalking ATMs for visually challenged person\nTalking ATMs provide financial access to blind persons in getting cash on their own anytime and provide greater banking usability for the low vision, illiterate and aged population.\n\nHow Talking ATM works?\nTo use a talking ATM you must first locate an audio jack on the ATM machine and must insert a standard 3.5 mm headset into the audio jack to enable talking mode. A welcome audio message will be heard.\nThe ATM keypad is identical to a standard telephone keypad with raised dot on keypad.\nAll audio instructions are in the form of Interactive Voice Response (IVR) which will guide you through the process of ATM transaction.\nTowards the right side of the ATM keypad, you will find a column of important keys which are:\nCancel: with the universal tactile shape ‘X’\nEnter: with the universal tactile shape ‘O’\nClear: with the tactile shape ‘I’ or ‘<’>\n', 'file_chunk_index': 0}",1322
61,"ATMs : Important Tips for using ATM
-!0","{'Fund': 'ATMs : Important Tips for using ATM\n', 'Fund Detail': ""Fund: ATMs : Important Tips for using ATM\n;\nFund DetailImportant Tips for using ATM\nKeep changing your Pin at regular intervals.\nNever share your Pin (Personal Identification Number) of ATM/ Debit Card detail to anyone even to your kith and kin or Bank staff.\nComplete your ATM transaction yourself without getting help from any outsider.\nEnsure that there is no shoulder surfing (looking over by someone shoulder to get information of your Pin) in while performing ATM transaction.\nAlways collect your Debit Card after completing your transaction before leaving the ATM site. In case of failed transaction cancel the transaction and exit.\nBeware of any unusual thing on card slot. Watch out for any additional device overlaying the key pad or camera is placed to capture key pad. If you suspect anything, please inform any bank branch nearest to you.\nAvoid using the ATM which is not properly lit during night.\nRegister your mobile number with Bank to get SMS alerts.\nIn case of loss or theft, immediately get the card blocked by calling at our Contact Centre 1800 102 44 55 or 1800 220 400.\nWe are committed to resolve customer complaints regarding failed ATM transactions by re-crediting the customer's account within 7 working days from the date of complaint. Customers can complaint regarding failed ATM transactions by:\n\nLogging the complaint at our contact centre Click Here\nVisiting any of our Branch. Click here to find nearest Branch."", 'file_chunk_index': 0}",1550
62,"Cash Recyclers (CRs) : Overview
-!0","{'Fund': 'Cash Recyclers (CRs) : Overview\n', 'Fund Detail': 'Fund: Cash Recyclers (CRs) : Overview\n;\nFund DetailThe Cash Recycler machine (CR) is a self-service terminal that lets you and me to make deposit and withdrawal transactions of cash. All successful transactions are immediately credited or debited in real time and customers will be issued an acknowledgment slip confirming the transaction.                                                        A person having debit card can use the CR machine for withdrawal, however, to use the CR machine for depositing the cash, customers need to have either his/her Bank of Baroda debit card or to know beneficiary’s account number in Bank of Baroda. The transaction receipt also gives you your updated account balance.', 'file_chunk_index': 0}",797
63,"Cash Recyclers (CRs) : Features
-!0","{'Fund': 'Cash Recyclers (CRs) : Features\n', 'Fund Detail': 'Fund: Cash Recyclers (CRs) : Features\n;\nFund DetailFeatures\nCash recyclers can accept cash from customers and dispense as well.\nMachines are supported with Bill Validation Technology to ensure genuineness of currency.\nCounterfeit recognition and retention (as per RBI Note Authentication and fitness Sorting parameters) with accuracy along with 100% trace for serial number of the currency notes to the account of the customers, i.e., all counterfeit notes that are rejected/ not given value can be traced to the customer accounts.\nCash deposit with debit card up to Rs. 2 lakhs per day where PAN is registered and Rs. 49,999 where PAN is not registered in account.\nCard less transaction (by feeding account number) up to Rs. 20,000 per day.\nIf customer deposits over the permissible limit, then the Recycler rejects the transaction and notes are presented back to the customer.\nUpon cash deposit, Recycler counts the notes and displays the count denomination-wise, and the total amount inserted in Recycler for deposit, Customer must confirm the same.\nFake notes, suspicious notes are impounded, and receipt will be given to the customer.\nTorn/mutilated/taped notes are not accepted by this machine.\nThe machines will accept the Rupee notes in the denominations of Rs. 2000, 500 & 100.\nOther bank customers can also use Bank of Baroda cash recycler, however at present they can use only for cash withdrawal facility.\nCash withdrawal will be supported for NFS/VISA/MasterCard/Discover/JCB and UnionPay Cards network on Cash Recycler Hindi Language option is available with all Hindi screens and Hindi receipt for benefit of customers.\nNRE/NRO, Time Deposit and Loan Accounts are not supported.\nCash can NOT be deposited in inactive accounts.', 'file_chunk_index': 0}",1844
64,"Cash Recyclers (CRs) : Talking Cash Recyclers for visually challenged person
-!0","{'Fund': 'Cash Recyclers (CRs) : Talking Cash Recyclers for visually challenged person\n', 'Fund Detail': 'Fund: Cash Recyclers (CRs) : Talking Cash Recyclers for visually challenged person\n;\nFund DetailTalking Cash Recyclers for visually challenged person\nTalking Cash Recyclers provide financial access to blind persons in deposit/withdrawal cash on their own, anytime, and provides greater banking usability for the low vision, illiterate and aged population.', 'file_chunk_index': 0}",490
65,"Cash Recyclers (CRs) : How Talking Cash Recycler works
-!0","{'Fund': 'Cash Recyclers (CRs) : How Talking Cash Recycler works\n', 'Fund Detail': 'Fund: Cash Recyclers (CRs) : How Talking Cash Recycler works\n;\nFund DetailHow Talking Cash Recycler works?\nTo use a Talking Cash Recyclers, you must first locate an audio jack on the machine and must insert a standard 3.5 mm headset into the audio jack to enable talking mode. A welcome audio message will be heard.\nThe Cash Recycler keypad is identical to a standard telephone keypad with raised dot on keypad.\nAll audio instructions are in the form of Interactive Voice Response (IVR) which will guide you through the process of Cash Recycler transaction.\nTowards the right side of the Cash Recycler keypad, you will find a column of important keys which are:\nCancel: with the universal tactile shape ‘X’\nEnter: with the universal tactile shape ‘O’\nClear: with the tactile shape ‘I’ or ‘<’>', 'file_chunk_index': 0}",911
66,"Cash Recyclers (CRs) : Other services available on cash recycler
-!0","{'Fund': 'Cash Recyclers (CRs) : Other services available on cash recycler\n', 'Fund Detail': 'Fund: Cash Recyclers (CRs) : Other services available on cash recycler\n;\nFund DetailOther services available on cash recycler\nPIN Change\n\nUse the service to change your debit card PIN as and when required.\n\nBalance Enquiry\n\nExpecting an inflow or outflow of funds in your account? Use this service to check the current available balance in your account linked to debit card.\n\nMini Statement of Account\n\nKeep track of the transactions in your account by availing this service. Mini-statement gives you an insight into the last 10 transactions in your account.', 'file_chunk_index': 0}",691
67,vikram_credit_card-!0,"{'Fund': 'vikram_credit_card', 'Fund Detail': ""Fund: vikram_credit_card;\nFund DetailKey Features\n5X Rewards on Daily Needs*\nEarn 5 Reward Points for every ₹ 100 spent on Grocery, Movies & Departmental stores.\n\n Know More\nExclusive Privileges#\nComplimentary 3 Months Disney Hotstar subscription on card activation.Know More.\n\n#\n \n\nVikram is Lifetime Free\nNo Joining Fee. No Annual Fees.\n\nFuel Surcharge Waiver**\n1% fuel surcharge waiver at all fuel stations across India on transactions between ₹ 400 and ₹ 5,000 (Max ₹ 250 per statement cycle). Fuel spends eligible for surcharge waiver don't qualify for reward points.\n\nSmart EMI Options\nConvert purchase of ₹ 2500 & more into Smart EMIs of 6 to 36 months.\nComplimentary 6 Months FITPASS Pro Membership worth ₹15000. Know More.\n1000 Reward Points on Card Activation within 30 days\n12 Months Amazon Prime Membership on spends of at least ₹1 Lakh,\nwithin 90 days of issuance. Know More.\n5X i.e. 10 Reward Points for every ₹100 spent on Grocery & Departmental Stores.\n2 Reward Points for every ₹100 spent in Other Categories.\n8 Complimentary Airport Lounge access per calendar year (2 per quarter)#.  \n4 Complimentary Golf Lessons/Games per calendar year (1 per quarter)#. Know More.\nPay safely with contactless card.  Know More.\n\nValue-for-Money Perks\nLow Service Charge: 3.25% & Low international Mark-up: 3%\n\n*Please note that 5X Reward points are subject to maximum of 1,000 Reward Points per month, any spends on 5X spend categories beyond threshold spends will accrue points as per regular rate i.e. 1 RP for every ₹ 100.\n\n** Please Note that the GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.\n\n#Benefit is applicable only if the Card is used at least once in the preceding 30 days (from the date of availing benefit).\n\nOther Benefits\nFree Add-on card\nGet up to 3 Lifetime Free add-on cards for your spouse, parents, siblings or kids (above age 18)\n\nIn-built Insurance Cover\nFree Accidental Death Cover (Air & Non-Air:\n20 Lakhs), for financial protection of your family\n\nZero Liability on Lost Card\nReport loss of card immediately to ensure zero liability on any fraudulent transactions\n\nInterest Free Credit Facility\nAvail up to 50 days of interest free credit from the date of any purchase\n\nRevolving Credit Facility\nPay Minimum Amount Due and finance your spends as per your convenience\n\nImage of Card\nhttps://www.bobfinancial.com/images/design_selected.jpg\n\nFor more info visit    https://www.bobfinancial.com/vikram_credit_card.jsp"", 'file_chunk_index': 0}",2925
68,Rakshamah Credit Card -!0,"{'Fund': 'Rakshamah Credit Card ', 'Fund Detail': ""Fund: Rakshamah Credit Card ;\nFund DetailComplimentary 6 Months FITPASS Pro Membership worth ₹15000. Know More.\n1000 Reward Points on Card Activation within 30 days\n12 Months Amazon Prime Membership on spends of at least ₹1 Lakh,\nwithin 90 days of issuance. Know More.\n5X i.e. 10 Reward Points for every ₹100 spent on Grocery & Departmental Stores.\n2 Reward Points for every ₹100 spent in Other Categories.\n8 Complimentary Airport Lounge access per calendar year (2 per quarter)#.  \n4 Complimentary Golf Lessons/Games per calendar year (1 per quarter)#. Know More.\nPay safely with contactless card\nKey Features\n5X Rewards on Daily Needs*\nEarn 10 Reward Points for every ₹100 spent on Grocery & Departmental stores.\n\n Know More\nExclusive Privileges#\n8 Complimentary Airport Lounge access per calendar year (2 per quarter)\nRuPay Card Holders - Click here for details\n\n#\n \n\nRakshamah is Lifetime Free\nNo Joining Fee. No Annual Fees.\n\nFuel Surcharge Waiver**\n1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max ₹250 per statement cycle). Fuel spends eligible for surcharge waiver don't qualify for reward points.\n\nSmart EMI Options\nConvert purchase of ₹2500 & more into\nSmart EMIs of 6 to 36 months\n\n\nGolf Privileges#\n(Powered by RuPay)^\n4 Complimentary Golf Lessons/Games per Calendar year (1 Per Quarter)\n\n*Please note that 5X Reward points are subject to maximum of 1,000 Reward Points per month, any spends on 5X spend categories beyond threshold spends will accrue points as per regular rate i.e. 2 RP for every  100.\n\n** Please Note that the GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.\n\n^The 24/7 concierge service is a booking/scheduling assistance service provided by NPCI-RuPay for a defined list of Domestic and International services. The cost of booked/scheduled services will have to be borne by the cardholder at the rates informed by the concierge call centre.\n\n#Benefit is applicable only if the Card is used at least once in the preceding 30 days (from the date of availing benefit).\n\nOther Benefits\nFree Add-on card\nGet up to 3 Lifetime Free add-on cards for your spouse, parents, siblings or kids (above age 18)\n\nIn-built Insurance Cover\nFree Accidental Death Cover (Air & Non-Air:\n20 Lakhs), for financial protection of your family\n\nZero Liability on Lost Card\nReport loss of card immediately to ensure zero liability on any fraudulent transactions\n\nInterest Free Credit Facility\nAvail up to 50 days of interest free credit from the date of any purchase\n\nRevolving Credit Facility\nPay Minimum Amount Due and finance your spends as per your convenience\n\nFor more Info visit https://www.bobfinancial.com/ICGRakshamah-card.jsp\n\nExclusively for Indian Coast Guards Personnel\n\nImage of card https://www.bobfinancial.com/images/ICG%20RakshamahCardFront.jpg"", 'file_chunk_index': 0}",3314
69,IRCTC Credit card-!0,"{'Fund': 'IRCTC Credit card', 'Fund Detail': 'Fund: IRCTC Credit card;\nFund Detail\nEVERYDAY SHOPPING DELIGHTS from IRCTC BoB Credit Card to add more value to your money\n\nEarn 4 Reward Points for every ₹100 spent on Grocery & Departmental stores4\n\n2 Reward Points per ₹100 on other categories4\n\n\nELEVATED EXPERIENCE\nIRCTC BoB Credit Card is your TRAVEL BUDDY with best travel experience\n\nEnhance your train travel experience with up to 4 complimentary access per year (1 per quarter) at partner railway lounges5. Click Here to know more.\n\n\nTRAIN TRAVEL DELIGHTS\nREWARDS & SAVINGS ON TRAIN TICKETS with IRCTC BoB Credit Card\n\nUp to 40 Reward Points per ₹100 for train ticket bookings on IRCTC Website & Mobile App2. On linkiing your IRCTC BoB Credit Card Loyalty Number with your IRCTC Login ID. Click Here to know how. All ticket bookings/cancellation related transactions on IRCTC website and Mobile App are governed by the terms and conditions of IRCTC.\n\nBook your train tickets on IRCTC Website & Mobile App and save 1% transaction charges\nBonus Rewards\n\nEarn 1000 bonus reward points on single transaction of ₹1000 or more within 45 days of card issuance\n\nFuel Surcharge Waiver\n\n1% Fuel Surcharge waived off on all fuel transactions between ₹500-₹3000.\n(Maximum waiver of ₹100 per statement)\n\nExtra Rewards\n\n2 reward points for every ₹100 spent on any other category including train ticket purchases on IRCTC Website and Mobile App4.\n\nRewards Redemption Process\n\nAll accrued reward points can only be redeemed as cashback in the statement @ 1 Reward Point = Rs. 0.251\n\n\nSmart EMI option\n\nConvert purchase of > ₹2,500/- on your card into easy EMIs of 6/36 months\n\nFree Add-on card\n\nGet up to 3 lifetime free add-on cards for your spouse, parents, siblings or kids (above age 18)\n\nZero liability on lost card\n\nReport loss of card immediately to ensure zero liability on any fraudulent transactions\nEligibility CriteriaIndian ResidentSalaried/Self-employed with an income >=₹3.6 L for Salaried and >= ₹4.8 L for Self-employed segment.Age: >=21 Years and <=65 Years (Primary Cardholders). >18 Years (Add-on Cardholders)\n\nDocuments RequiredDiscover exclusive benefits, offers & rewards by applying for your IRCTC BoB Credit Card here.Submit the following with application form:PAN card photocopyIncome Documents (Bank statement showing latest salary credit for Salaried/Current FY ITR for Self-Employed)Company ID Card or Visiting CardCurrent Address Proof1 Recent Passport-size Photograph\nAnnual Fees:\nFees/Charges\tPrimary\tAdd-on\nFirst Year Fee (levied in the first statement)\tRs.500\tNIL\nAnnual Fee (subsequent years)\tRs.350\tNIL\nImage of credit card https://www.bobfinancial.com/images/IRCTC1new.PNG\n\nCredit card info url https://www.bobfinancial.com/irctc-card.jsp#eterna-sec3\n', 'file_chunk_index': 0}",2868
