,title,content
67,IRCTC Credit card,"
EVERYDAY SHOPPING DELIGHTS from IRCTC BoB Credit Card to add more value to your money

Earn 4 Reward Points for every ₹100 spent on Grocery & Departmental stores4

2 Reward Points per ₹100 on other categories4


ELEVATED EXPERIENCE
IRCTC BoB Credit Card is your TRAVEL BUDDY with best travel experience

Enhance your train travel experience with up to 4 complimentary access per year (1 per quarter) at partner railway lounges5. Click Here to know more.


TRAIN TRAVEL DELIGHTS
REWARDS & SAVINGS ON TRAIN TICKETS with IRCTC BoB Credit Card

Up to 40 Reward Points per ₹100 for train ticket bookings on IRCTC Website & Mobile App2. On linkiing your IRCTC BoB Credit Card Loyalty Number with your IRCTC Login ID. Click Here to know how. All ticket bookings/cancellation related transactions on IRCTC website and Mobile App are governed by the terms and conditions of IRCTC.

Book your train tickets on IRCTC Website & Mobile App and save 1% transaction charges
Bonus Rewards

Earn 1000 bonus reward points on single transaction of ₹1000 or more within 45 days of card issuance

Fuel Surcharge Waiver

1% Fuel Surcharge waived off on all fuel transactions between ₹500-₹3000.
(Maximum waiver of ₹100 per statement)

Extra Rewards

2 reward points for every ₹100 spent on any other category including train ticket purchases on IRCTC Website and Mobile App4.

Rewards Redemption Process

All accrued reward points can only be redeemed as cashback in the statement @ 1 Reward Point = Rs. 0.251


Smart EMI option

Convert purchase of > ₹2,500/- on your card into easy EMIs of 6/36 months

Free Add-on card

Get up to 3 lifetime free add-on cards for your spouse, parents, siblings or kids (above age 18)

Zero liability on lost card

Report loss of card immediately to ensure zero liability on any fraudulent transactions
Eligibility CriteriaIndian ResidentSalaried/Self-employed with an income >=₹3.6 L for Salaried and >= ₹4.8 L for Self-employed segment.Age: >=21 Years and <=65 Years (Primary Cardholders). >18 Years (Add-on Cardholders)

Documents RequiredDiscover exclusive benefits, offers & rewards by applying for your IRCTC BoB Credit Card here.Submit the following with application form:PAN card photocopyIncome Documents (Bank statement showing latest salary credit for Salaried/Current FY ITR for Self-Employed)Company ID Card or Visiting CardCurrent Address Proof1 Recent Passport-size Photograph
Annual Fees:
Fees/Charges	Primary	Add-on
First Year Fee (levied in the first statement)	Rs.500	NIL
Annual Fee (subsequent years)	Rs.350	NIL
Image of credit card https://www.bobfinancial.com/images/IRCTC1new.PNG

Credit card info url https://www.bobfinancial.com/irctc-card.jsp#eterna-sec3
"
68,YODDHA Credit Card,"Complimentary 6 Months FITPASS Pro Membership worth ₹15000. 
1000 Reward Points on Card Activation within 30 days
12 Months Amazon Prime Membership on spends of at least ₹1 Lakh,
within 90 days of issuance. Know More.
5X i.e. 10 Reward Points for every ₹100 spent on Grocery & Departmental Stores.
2 Reward Points for every ₹100 spent in Other Categories.
8 Complimentary Airport Lounge access per calendar year (2 per quarter)#.  
4 Complimentary Golf Lessons/Games per calendar year (1 per quarter)
Pay safely with contactless card. 

Key Features
5X Rewards on Daily Needs*
Earn 10 Reward Points for every ₹100 spent on Grocery & Departmental stores.

 Know More
Exclusive Privileges
8 Complimentary Airport Lounge access per calendar year (2 per quarter)
RuPay Card Holders - Click here for details

#
 

YODDHA is Lifetime Free
No Joining Fee. No Annual Fees.

Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max ₹250 per statement cycle). Fuel spends eligible for surcharge waiver don't qualify for reward points.

Smart EMI Options
Convert purchase of ₹2500 & more into
Smart EMIs of 6 to 36 months


Concierge Service
(Powered by RuPay)^
24/7 Assistance
for Domestic & International Services

Image of Card https://www.bobfinancial.com/images/BOBArmyCardFrontAfileCiS6-01.png

Url of credit card https://www.bobfinancial.com/yodha.jsp"
69,Varunah Premium Credit Card,"Welcome Gifts
12 Months Amazon Prime Membership. 
2000 Reward Points on Card Activation within 30 days
6 Months FITPASS Pro Membership. Know More
Earn 5X i.e.15 Rewards Points for every Rs.100 spent on Travel, Dining, Online & International Spends*
Earn 3 Reward Points for every Rs.100 spent on other categories
Unlimited Complimentary Domestic Airport Lounge Visits
Reduced Forex mark-up of 2% for Savings on International Spends
Pay safely with Contactless Cards. 
Key Features
5X Rewards on Travel,
Dining & Online*
Earn 15 reward points for every  100 spent on travel, dining, online and abroad

 Know more
Exclusive Privileges
Unlimited Complimentary Domestic
Airport Lounge Visits
Varunah RuPay Card Holders - Click here for details

Make Varunah Premium
Lifetime free
Spend  25,000 within first 180 days and  1,50,000 in a year for reversal/waiver of annual fees

Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between  400 and  5,000 (Max.  250 per statement cycle). Note - No Reward Points are earned on fuel transactions.

Reward Points Redemption
Reward Points can be redeemed as cashback
@  0.25 per reward point

Smart EMI Options
Convert purchase of  2500 & more into
Smart EMIs of 6 to 36 months

*Please note that 5X Rewards are capped at 2,500 Reward Points on the mentioned categories per month. Further spends in that month on these categories will earn Reward Points at the regular earn rate.

** Please Note that the GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.

Credit Card Image https://www.bobfinancial.com/images/FinalVarunahCardLnading.png
URL for card https://www.bobfinancial.com/Varunah.jsp"
70,Varunah Plus Credit Card,"Welcome Gifts
12 Months Amazon Prime Membership. 
1000 Reward Points on Card Activation within 30 days
FITPASS Pro Membership for 3 months.
Earn 5X i.e.10 Rewards Points for every Rs.100 spent on Travel, Dining, Online & International Spends*
Earn 2 Reward Points for every Rs.100 spent on other categories
3 Complimentary Domestic Airport Lounge Visits per Calendar Quarter
Reduced Forex mark-up of 2.5% for Savings on International Spends
Pay safely with Contactless Cards. 
Key Features
5X Rewards on Travel,
Dining & Online*
Earn 10 reward points for every   100 spent on travel, dining, online and abroad

 Know more
Exclusive Privileges
3 Complimentary Domestic Airport Lounge Visits per Calendar Quarter
Premier RuPay Card Holders - Click here for details

Make Varunah Premium
Lifetime free
Spend  15,000 within 180 days and  1,50,000 in a year, for reversal/waiver of annual fees

Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between Rs.400 and Rs.5,000 (Max. Rs. 250 per statement cycle).

Note -No Reward Points are earned on fuel transactions.

Reward Points Redemption
Reward Points can be redeemed as cashback
@  0.25 per reward point

Smart EMI Options
Convert purchase of  2500 & more into
Smart EMIs of 6 to 36 months

*Please note that 5X Rewards are capped at 2,000 Reward Points on the mentioned categories per month. Further spends in that month on these categories will earn Reward Points at the regular earn rate.

** Please Note that the GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.
image of card https://www.bobfinancial.com/images/FinalVarunahCardLnading.png
url of card https://www.bobfinancial.com/varunah++.jsp"
71,Varunah Credit Card,"Earn 5X i.e.5 Rewards Points for every Rs.100 spent on Grocery & Departmental Stores *
Earn 1 Reward Point for every Rs.100 spent on other categories
In-built Insurance Cover
Fuel Surcharge Waiver**
Pay safely with Contactless Cards. 

Key Features
5X Rewards on
Daily Needs*
Earn 5 reward points for every  100 spent on grocery & departmental stores.

 Know more
#
 

Varunah is Lifetime free
Zero First year & Annual Fees

Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between Rs.400 and Rs.5,000 (Max. Rs. 100 per statement cycle).

Note -No Reward Points are earned on fuel transactions.

Reward Points Redemption
Reward Points can be redeemed as cashback
@  0.25 per reward point

Smart EMI Options
Convert purchase of  2500 & more into
Smart EMIs of 6 to 36 months

*Please note that 5X Rewards are capped at 750 Reward Points on the mentioned categories per month. Further spends in that month on these categories will earn Reward Points at the regular earn rate.

** Please Note that the GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.

Img of Card https://www.bobfinancial.com/images/FinalVarunahCardLnading.png

For more info visit https://www.bobfinancial.com/varunahPage.jsp"
72,Premier Credit Card,"5X i.e. 10 Reward Points* for every Rs. 100 spent on Travel, Dining and Abroad (International spends)
2 Reward Points for every Rs. 100 spent on other categories
1 Reward Point for every Rs. 100 spent on Select MCCs*

1 Complimentary Airport Lounge Visit every calendar quarter
Fuel Surcharge Waiver**
Zero annual fees basis card usage*
Pay safely with Contactless Cards

Key Features
5X rewards on travel and dining*
Earn 10 reward points* for every Rs.100 spent
on travel, dining and abroad

 Know more
Exclusive privileges
1 Complimentary Airport Lounge Visit every calendar quarter at participating lounges
Premier Visa Card Holders – Click here for details
Premier RuPay Card Holders – Click here for details

Make PREMIER Lifetime free
Spend  10,000 within 60 days and  1,20,000 in a year, for reversal/waiver of annual fees

Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between Rs.400 and Rs.5,000
(Max. Rs. 250 per statement cycle).

Note -No Reward Points are earned on fuel transactions.

Multiple redemption options
Redeem your reward points as cashback and other exciting options

Easy EMI option
Convert purchase of >  2,500/- on your card into easy EMIs of 6/36 months

*5X Rewards are capped at 2,000 Reward Points on the mentioned categories per Statement Cycle. Further spends in that Statement Cycle on these categories will earn Reward Points at the regular earn rate. Refer reward points important terms and conditions on MITC Section of the website. **The GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant.The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.

Fee Type	Fee	Reversal/Waiver criteria*
First year Fee	
₹ 1000
Spend Rs. 10,000 on your card within first 60 days of card setup date for First year fee reversal. Fee reversal will reflect in the 4th bill statement from the card issuance month, provided all due payments are made.
Annual Fee	
₹ 1000
Spend Rs. 1,20,000 on your card in a year for fee waiver
Image of card https://www.bobfinancial.com/images/PremierCard-01.png
for info of card visit  https://www.bobfinancial.com/premier-card.jsp"
73,Select credit Card,"5X i.e. 5 Reward Points*  for every Rs. 100 spent on Dining and Online spends
1 Reward Point for every Rs. 100 spent on other categories.
0.5 Reward Point for every Rs. 100 spent on Select MCCs*.
Fuel Surcharge Waiver**
Zero annual fees basis card usage*
Pay safely with Contactless Cards. Know More.

Key Features
5X rewards on online and more*
Earn 5 reward points for every   100 spent
on Dining and Online spends

 Know more
Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between Rs.400 and Rs.5,000 (Max. Rs. 250 per statement cycle).

Note -No Reward Points are earned on fuel transactions.

Make SELECT Lifetime free
Spend  7,500 within 60 days and  70,000 in a year, for reversal/waiver of annual fees

Multiple redemption options
Redeem your reward points as cashback and other exciting options

Easy EMI option
Convert purchase of >  2,500/- on your card into easy EMIs of 6/36 months

*5X Rewards are capped at 1,000 Reward Points on the mentioned categories per Statement Cycle. Further spends in that Statement Cycle on these categories will earn Reward Points at the regular earn rate. Refer reward points important terms and conditions on MITC Section of the website. **The GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant.The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.
Fee Type	Fee	Reversal/Waiver criteria*
First year Fee	
₹ 750
Spend Rs. 7,500 on your card within first 60 days of card setup date for First year fee reversal. Fee reversal will reflect in the 4th bill statement from the card issuance month, provided all due payments are made.
Annual Fee	
₹ 750
Spend Rs. 70,000 on your card in a year for fee waiver
Image of Card https://www.bobfinancial.com/images/SelectCard-01.png
For more info for card https://www.bobfinancial.com/select-card.jsp"
74,Easy Card,"5X i.e. 5 Reward Points* for every Rs. 100 spent on Departmental stores, Movie spends
1 reward point for every Rs. 100 spent on other categories
0.5 reward point for every Rs. 100 spent on Select MCCs*
Fuel Surcharge Waiver**
Zero annual fees basis card usage*
Pay safely with Contactless Cards

Key Features
5X rewards on daily expenses*
Earn 5 reward points for every  100 spent on Departmental stores and Movies

 Know more
Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between Rs.400 and Rs.5,000 (Max. Rs. 250 per statement cycle).

Note -No Reward Points are earned on fuel transactions.

Make EASY lifetime free
Spend   6,000 within 60 days and   35,000 in a year for reversal/waiver of annual fees

Multiple redemption options
Redeem your reward points as cashback and other exciting options

Easy EMI option
Convert purchase of >  2,500/- on your card into easy EMIs of 6/36 months

*Please note that 5X Rewards are capped at 1,000 Reward Points on the mentioned categories per Statement Cycle. Further spends in that Statement Cycle on these categories will earn Reward Points at the regular earn rate. *Refer reward points important terms and conditions on MITC Section of the website. Please Note **The GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.

Other Benefits
Free Add-on card
Get up to 3 lifetime free add-on cards for your spouse, parents, siblings or kids (above age 18)

Zero liability on lost card
Report loss of card immediately to ensure zero liability on any fraudulent transactions

Interest free credit facility
Avail up to 50 days of interest free credit from the date of any purchase

Revolving credit facility
Pay Minimum Amount Due and finance your spends as per your convenience

Fee
Fee Type	Fee	Reversal/Waiver criteria*
First year Fee	
Rs. 500#
Spend Rs. 6,000 on your card within first 60 days of card setup date for first year fee reversal. Fee reversal will reflect in the 4th bill statement from the card issuance month, provided all due payments are made.
Annual Fee	
Rs. 500
Spend Rs. 35,000 on your card in a year for fee waiver
Fee Type	Fee	Reversal/Waiver criteria*
First year Fee	
Rs. 500#
Spend Rs. 6,000 on your card within first 60 days of card setup date for first year fee reversal. Fee reversal will reflect in the 4th bill statement from the card issuance month, provided all due payments are made.
Annual Fee	
Rs. 500
Spend Rs. 35,000 on your card in a year for fee waiver
Image of Card https://www.bobfinancial.com/images/EASYCard-01.png
For more info of card https://www.bobfinancial.com/easy-card.jsp"
75,Prime Card,"Guaranteed issuance against FD of 15,000 or more without any income proof.
Cashback on all spends.
Zero fuel surcharge.
Zero first year and annual fees.

Key Features
Guaranteed issuance
Get PRIME against fixed deposit of   15,000 or more without any income proof

Cashback on all Spends
Earn 1 reward points for every  100 spent on select MCCs*

Earn 2 reward points for every  100 spent on all other MCCs

PRIME is lifetime free
Zero first year and annual fees

Fuel Surcharge waiver
1% fuel surcharge waived for all fuel transactions between Rs. 400 - Rs. 5,000 (Max. waiver of Rs. 250 per month)


Note -No Reward Points are earned on fuel transactions.
Multiple redemption options
Redeem your reward points as cashback and other exciting options

Easy EMI option
Convert purchase of >  2,500/- on your card into easy EMIs of 6/36 months

*Refer reward points important terms and conditions on MITC Section of the website.

Image of card https://www.bobfinancial.com/images/Prime-CardNew-PNG.png

 URl of card https://www.bobfinancial.com/prime.jsp"
76,HPCL Card,"Your HPCL Bank of Baroda ENERGIE Credit Card gives plentiful rewards and not only make fuel purchases easier on your pocket, it is designed to make your everyday life filled with a full tank of happiness. Get Savings of more than ₹12,000 every year with HPCL Bank of Baroda ENERGIE Credit Card, click here to know how.
So, #HappinessKaTankFullKaro, get your card today!


MOVIE & TRAVEL FUN
THE EXPLORER IN YOU would love HPCL Bank of Baroda ENERGIE Credit Card’s customised lifestyle delights

Enhance your travel experience with 4 complimentary airport lounge access per year (1 per quarter) at partner domestic lounges for primary cardholder. Click here for more details.

25% off up to ₹100 on purchase of minimum 2 tickets per transaction at Paytm Movies


FUEL SAVINGS DELIGHTS

REWARDS & SAVINGS ON FUEL PURCHASE AT HPCL using HPCL Bank of Baroda ENERGIE Credit Card

Upto 5% Savings (24 Reward Points per ₹150 = 4% Savings + 1% Fuel Surcharge Waiver) for fuel purchases at HPCL retail outlets, LPG purchases & through HP Pay App2.
**1)HP Pay wallet load transactions do not qualify for Savings upto 5%.
2) For payment using HP Pay App, kindly scan the QR code available at the respective HPCL petrol pumps via HP Pay App and make payment using credit card payment gateway option.
3) Eligible only for transactions made from the list of MID’s as authorized by HPCL and configured with BFSL. HPCL & BFSL will be the final authority and have the final say regarding MID’s not identifiable by HPCL.
4) Only HPCL fuel transactions reflecting with the store name and MID will be eligible for up to 5% Savings. For HPCL petrol pump locator, click here .

Download HP Pay APP and enjoy - Additional 1.5% cashback per ₹100 as payback points on all fuel purchases through HP Pay App. 1 Payback Point = ₹0.25 paise6


ACCELERATED REWARDS
EVERYDAY SHOPPING DELIGHTS from HPCL Bank of Baroda ENERGIE Credit Card to add more value to your money

10 Reward Points for every ₹150 spent on Utility, Grocery & Departmental stores2

2 Reward Points for every ₹150 spent on other categories


MOVIE & TRAVEL FUN
THE EXPLORER IN YOU would love HPCL Bank of Baroda ENERGIE Credit Card’s customised lifestyle delights

Enhance your travel experience with 4 complimentary airport lounge access per year (1 per quarter) at partner domestic lounges for primary cardholder. Click here for more details.

25% off up to ₹100 on purchase of minimum 2 tickets per transaction at Paytm Movies
MORE BENEFITS
2000 Joining Rewards
on spends of ₹5000 or more within
60 days of card issuance1

1% Fuel Surcharge
waived off on all HPCL fuel
transactions between ₹400-₹5000 including fuel purchases made through
HP Pay App3


Annual Fee Waiver
every year on spending ₹50,000 in every anniversary year

3 Lifetime Free Add-on Cards
for your spouse, parents, siblings or kids (above age 18)

Smart EMI Option
Convert purchase of > ₹ 2,500/- on your card into easy EMIs of 6/36 months
Eligibility CriteriaIndian ResidentSalaried/Self-employed with an income >=₹3.6 L for Salaried and >= ₹4.8 L for Self-employed segment.Age: 21 to 65 years (Primary Cardholder). Above 18 years (Add-on Cardholder)

Documents RequiredDiscover exclusive benefits, offers & rewards by applying for your HPCL BoB ENERGIE Credit Card here.Submit the following with application form:PAN card photocopyIncome documents {Bank statement showing latest salary credit/Current FY ITR}Current Residence Proof1 Recent Passport-size Photograph

Annual Fees:
Fees/Charges	Primary	Add-on
First Year Fee (levied in the first statement)	Rs.499	NIL
Annual Fee (subsequent years)	Rs.499	NIL

https://www.bobfinancial.com/hpcl.jsp"
77,Snapdeal Card,"ur SNAPDEAL Bank of Baroda Credit Card gives delightful activation benefit, shopping rewards and unlimited cashback so that you remain taiyaar for every khushi in life. Phir occasion jo bhi ho, ho jaao har chhoti-badhi jeet ko manaane ke liye taiyaar, ho Jaao Har Khushi Ke Liye Taiyaar, who bhi style mein. Wait no more, start a new way of shopping.

ACTIVATION BENEFIT
Snapdeal vouchers worth up to ₹500 on card usage within 30 days of issuance


SHOPPING REWARDS
to add more value to your money on every transaction with SNAPDEAL BoB Credit Card

5% Unlimited Cashback (20 Reward Points per ₹ 100) for your purchases on Snapdeal website & app only

10 Reward Points for every ₹ 100 spent on Online Shopping, Grocery & Departmental Stores and 4 Reward Points for every ₹ 100 spent on other categories1


DELIGHTFUL PERKS
with SNAPDEAL BoB Credit Card to elevate your joy of online shopping

All your accumulated Reward Points will be auto-credited as cashback to the monthly statement. 1 Reward Point = ₹ 0.252

1% Fuel Surcharge Waiver on all fuel transactions between ₹ 400- ₹ 5000 (max. ₹ 250 p.m.)

Other Benefits
Free Add-on card
Get up to 3 lifetime free add-on cards for your spouse, parents, siblings or kids (above age 18)

Smart EMI Option
to convert purchases of > ₹2,500/- on your card into easy EMIs of 6/36 months

Interest free credit facility
Avail up to 50 days of interest free credit from the date of any purchase

Revolving credit facility
Pay Minimum Amount Due and finance your spends as per your convenience

Eligibility CriteriaIndian ResidentSalaried/Self-employed with an annual income >= ₹3.6 L for Salaried and >= ₹ 4.8 L for Self-employed segment.Age: 21 to 65 years (Primary Cardholder). Above 18 years (Add-on Cardholder)

Documents RequiredDiscover exclusive benefits, offers & rewards by applying for your Snapdeal BoB Credit Card here.Submit the following with application form:PAN card photocopyIncome Documents (Latest Bank statement reflecting salary credit for recent 3 months/Latest ITR)Current Residence Proof1 Recent Passport-size Photograph

Annual Fees:
Fees/Charges	Primary	Add-on
First Year Fee (levied in the first statement)	Rs.249	NIL
Annual Fee (subsequent years)	Rs.249	NIL

https://www.bobfinancial.com/snapdeal_new.jsp"
78,SENTINEL Credit Card,"Complimentary 6 Months FITPASS Pro Membership worth ₹15000. Know More.
1000 Reward Points on Card Activation within 30 days
12 Months Amazon Prime Membership on spends of at least ₹1 Lakh,
within 90 days of issuance. Know More.
5X i.e. 10 Reward Points for every ₹100 spent on Grocery & Departmental Stores.
2 Reward Points for every ₹100 spent in Other Categories.
8 Complimentary Airport Lounge access per calendar year (2 per quarter)#.  
4 Complimentary Golf Lessons/Games per calendar year (1 per quarter)#. Know More.
Pay safely with contactless card.  Know More.

Key Features
5X Rewards on Daily Needs*
Earn 10 Reward Points for every ₹100 spent on Grocery & Departmental stores.

 Know More
Exclusive Privileges#
8 Complimentary Airport Lounge access per calendar year (2 per quarter)
RuPay Card Holders - Click here for details

#
 

SENTINEL is Lifetime Free
No Joining Fee. No Annual Fees.

Fuel Surcharge Waiver**
1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max ₹250 per statement cycle). Fuel spends eligible for surcharge waiver don't qualify for reward points.

Smart EMI Options
Convert purchase of ₹2500 & more into
Smart EMIs of 6 to 36 months


Golf Privileges#
(Powered by RuPay)^
4 Complimentary Golf Lessons/Games per Calendar year (1 Per Quarter)

*Please note that 5X Reward points are subject to maximum of 1,000 Reward Points per month, any spends on 5X spend categories beyond threshold spends will accrue points as per regular rate i.e. 2 RP for every  100.

** Please Note that the GST component is not reversed. The rate of fuel surcharge may vary depending on the fuel station and their acquiring bank. The surcharge is levied by the acquiring bank providing the terminal to the merchant. The value of fuel transaction on charge slip will differ from the credit card statement since the fuel surcharge and GST on the same are levied by the acquiring bank after the transaction.

^The 24/7 concierge service is a booking/scheduling assistance service provided by NPCI-RuPay for a defined list of Domestic and International services. The cost of booked/scheduled services will have to be borne by the cardholder at the rates informed by the concierge call centre.

#Benefit is applicable only if the Card is used at least once in the preceding 30 days (from the date of availing benefit).

Image of  Card https://www.bobfinancial.com/images/ARSentinelCreditCardFinal_Front.jpg

Find more info of card https://www.bobfinancial.com/assam-rifles-sentinel.jsp"
79,CMA ONE,"ONE CARD. EXCLUSIVE EXPERIENCES
with Bank of Baroda CMA One Credit Card Exclusively designed for ICMAI Members

Designed with unmatched benefits & exciting features to fulfil your desire for exclusive experiences. Bank of Baroda CMA One Credit Card gives you up to 50 days of interest free credit along with world-class privileges and delightful saving opportunities.

DISCOVER CMA ONE
Know your card benefits
imgACCELERATED REWARDS
SHOPPING DELIGHTS from CMA One to add more value to your money

*Earn 5 reward points on every ₹100 spent on dining, online & utility bills1000 Bonus Reward Points on 5 transactions worth ₹1000 or more each every month
imgTRAVEL BENEFITS
CMA One is your TRAVEL BUDDY with best travel benefits

Enhance your airport experience with 12 complimentary access (3 per quarter) at partner domestic airport lounges. Mastercard holders please Click Here and Rupay Card holders please Click HereSave on international spends with 2% Reduced Forex mark-up
imgFITNESS & FROLIC
SWEAT OUT to a healthy way of luxury living

Welcome Gift: FREE 6 months FitPass Pro membership worth ₹ 15,000. Click Here to know more

MORE BENEFITS
Adding value with exclusive experiences
Milestone Rewards

Earn 1,000 reward points on transacting your card within 30 days of issuance & 4,000 reward points every quarter, on spending more than your cards credit limit.

Fuel Surcharge Waiver**

1% fuel surcharge waiver at all fuel stations across India on transactions between Rs.400 and Rs.5,000 (Max. Rs. 250 per statement cycle).
Note -No Reward Points are earned on fuel transactions.

Extra Rewards

1 reward points for every ₹ 100 spent on any other category. All your accumulated reward points can be redeemed for cashback @ 1 reward point = ₹ 0.25.


Easy EMI option

Convert purchases of ₹ 2,500/- on your card into easy EMIs of 6/36 months

Free Add-on card

Get up to 3 lifetime free add-on cards for your spouse, parents, siblings or kids (above age 18)

Complimentary Insurance

Professional Indemnity Insurance Cover of ₹ 5 Lakhs*, Air accident death cover of ₹ 15 Lakhs and Non-air accident death cover of ₹ 5 Lakhs

Zero liability on lost card

Report loss of card immediately to ensure zero liability on any fraudulent transactions
Eligibility CriteriaAll eligible & active members of ICMAI, subject to credit policyAdd-on cardholder should be over 18 yearsResident of India
Documents RequiredDiscover exclusive benefits, offers & rewards by applying for your Bank of Baroda CMA One Credit Card here.Submit the following with application form:PAN card photocopyPhotocopy of ICMAI Membership CardLatest Salary Slip/ Latest ITR OR in case you have any other credit card, a copy of the same along with latest bill statementCurrent Residence Proof1 Recent Passport-size Photograph
Annual Fees
Fees/Charges	Primary	Add-on
First Year Fee (levied in the first statement)	₹ 1	NIL
Annual Fee (subsequent years)	NIL	NIL
Image of Card https://www.bobfinancial.com/images/CMA-One-Card.png
Find more info of card  https://www.bobfinancial.com/cma-one.jsp"
80,ConQR Credit Card,"CONQUER YOUR BUSINESS
with Bank of Baroda ConQR Credit Card

The first of its kind globally, The Bank of Baroda MasterCard ConQR Credit Card is equipped to help you meet your business needs and make you conquer your business world.

Using this 2-in-1 card, you can accept payments from your customers through Bharat QR printed on card front, and also can make payments for all your purchases with free credit period of upto 50 days.

EXPERIENCE ConQR
Know your card benefits
imgSPEND REWARDSEarn 5 reward points* on every ₹100 spent on dining, online & utility bills.Earn 0.5 reward point for every ₹100 spent on on Select MCCs*Earn 1 reward point for every ₹100 spent on all other MCCs.
imgTRAVEL & STAY DELIGHTSPlan business or leisure trips with EaseMyTrip.com. Save Rs 400 on one-way & Rs 800 on return domestic flight bookings on a minimum transaction of Rs. 3000. Offer valid till 31st Mar 2023. Click here to know more.Stay at any of your favourite Fab Hotels and save up to Rs. 750 on booking above Rs. 1999. Offer valid till 31st Mar 2023. Click here to know more.Stay at any of your favourite Vista Rooms premium holiday homes and save up to Rs. 5000 on booking 2 nights or more. Offer valid till 15th Dec 2022. Click here to know more.Read more
imgHEALTH & BUSINESS SECURITYGet health & wellness products from Apollo Pharmacy & avail up to 15% discount. Offer valid till 31st Mar 2023. Click here to know more.Order for your business needs from Printvenue with flat 30% discount. Offer valid till 31st Mar 2023.

MORE BENEFITS
Your reward kitty is still gleaming
Fuel Surcharge Waiver**

1% Fuel Surcharge waived off on all fuel transactions between ₹400-₹5000. (Maximum waiver of ₹250 per statement cycle)

SMART EMI option

Convert purchase of ₹2,500 on your card into 6/36 months EMIs

In-built insurance cover

Get FREE Personal Accidental Death Cover to ensure financial protection of your family. Air: ₹15 Lakhs, Non-Air: ₹5 Lakhs

Eligibility Criteria :   Primary cardholder between the age of 18 years and 65 yearsSole proprietorships establishments where BOB POS machine has been installed.Resident of India
Documents Required :Kindly keep soft copies of the below documents ready for submission, when you apply online.Passport size PhotographPAN CardShop Registration Certificate - Attested copy (verified against original) of shop establishment registration. Sales tax number/TIN no. should be mentioned with proper establishment name & address.Current Address Proof as per the defined list of OVD/deemed to be OVD. (Passport, Voter Id, Driving License, Aadhar Card).
Annual Fees :    
Fees/Charges	Primary
First Year Fee (levied in the first statement)	Lifetime FREE
Annual Fee	Lifetime FREE

Image of card https://www.bobfinancial.com/images/COnQRCardv1.png
For more info visit https://www.bobfinancial.com/conQR.jsp#experienceqr"
